timestamp_unix,timestamp_iso,participant_full_id,accelerometers_std_g,missing_value_reason
1770615660000,2026-02-09T05:41:00Z,1788-1-1-GV,,device_not_recording
1770615720000,2026-02-09T05:42:00Z,1788-1-1-GV,,device_not_recording
1770615780000,2026-02-09T05:43:00Z,1788-1-1-GV,,device_not_recording
1770615840000,2026-02-09T05:44:00Z,1788-1-1-GV,,device_not_recording
1770615900000,2026-02-09T05:45:00Z,1788-1-1-GV,,device_not_recording
1770615960000,2026-02-09T05:46:00Z,1788-1-1-GV,,device_not_recording
1770616020000,2026-02-09T05:47:00Z,1788-1-1-GV,,device_not_recording
1770616080000,2026-02-09T05:48:00Z,1788-1-1-GV,,device_not_recording
1770616140000,2026-02-09T05:49:00Z,1788-1-1-GV,,device_not_recording
1770616200000,2026-02-09T05:50:00Z,1788-1-1-GV,,device_not_recording
1770616260000,2026-02-09T05:51:00Z,1788-1-1-GV,,device_not_recording
1770616320000,2026-02-09T05:52:00Z,1788-1-1-GV,,device_not_recording
